Index,Date,Open,High,Low,Close,Adj Close,Volume
NYA,1966-04-06,524.880005,524.880005,524.880005,524.880005,524.880005,0
NYA,1966-04-07,525.940002,525.940002,525.940002,525.940002,525.940002,0
NYA,1966-04-11,525.72998,525.72998,525.72998,525.72998,525.72998,0
NYA,1966-04-12,524.140015,524.140015,524.140015,524.140015,524.140015,0
NYA,1966-04-13,524.349976,524.349976,524.349976,524.349976,524.349976,0
NYA,1966-04-14,525.409973,525.409973,525.409973,525.409973,525.409973,0
NYA,1966-04-15,526.359985,526.359985,526.359985,526.359985,526.359985,0
NYA,1966-04-18,524.25,524.25,524.25,524.25,524.25,0
NYA,1966-04-19,524.559998,524.559998,524.559998,524.559998,524.559998,0
NYA,1966-04-20,527.419983,527.419983,527.419983,527.419983,527.419983,0
NYA,1966-04-21,529.109985,529.109985,529.109985,529.109985,529.109985,0
NYA,1966-04-22,528.049988,528.049988,528.049988,528.049988,528.049988,0
NYA,1966-04-25,527.52002,527.52002,527.52002,527.52002,527.52002,0
NYA,1966-04-26,526.150024,526.150024,526.150024,526.150024,526.150024,0
NYA,1966-04-27,524.349976,524.349976,524.349976,524.349976,524.349976,0
NYA,1966-04-28,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,1966-04-29,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,1966-05-02,520.539978,520.539978,520.539978,520.539978,520.539978,0
NYA,1966-05-03,514.72998,514.72998,514.72998,514.72998,514.72998,0
NYA,1966-05-04,511.980011,511.980011,511.980011,511.980011,511.980011,0
NYA,1966-05-05,503.100006,503.100006,503.100006,503.100006,503.100006,0
NYA,1966-05-06,502.149994,502.149994,502.149994,502.149994,502.149994,0
NYA,1966-05-09,493.480011,493.480011,493.480011,493.480011,493.480011,0
NYA,1966-05-10,497.709991,497.709991,497.709991,497.709991,497.709991,0
NYA,1966-05-11,498.549988,498.549988,498.549988,498.549988,498.549988,0
NYA,1966-05-12,492.420013,492.420013,492.420013,492.420013,492.420013,0
NYA,1966-05-13,487.339996,487.339996,487.339996,487.339996,487.339996,0
NYA,1966-05-16,480.890015,480.890015,480.890015,480.890015,480.890015,0
NYA,1966-05-17,476.450012,476.450012,476.450012,476.450012,476.450012,0
NYA,1966-05-18,485.549988,485.549988,485.549988,485.549988,485.549988,0
NYA,1966-05-19,484.809998,484.809998,484.809998,484.809998,484.809998,0
NYA,1966-05-20,487.130005,487.130005,487.130005,487.130005,487.130005,0
NYA,1966-05-23,491.470001,491.470001,491.470001,491.470001,491.470001,0
NYA,1966-05-24,494.850006,494.850006,494.850006,494.850006,494.850006,0
NYA,1966-05-25,496.75,496.75,496.75,496.75,496.75,0
NYA,1966-05-26,496.75,496.75,496.75,496.75,496.75,0
NYA,1966-05-27,498.450012,498.450012,498.450012,498.450012,498.450012,0
NYA,1966-05-31,491.679993,491.679993,491.679993,491.679993,491.679993,0
NYA,1966-06-01,491.779999,491.779999,491.779999,491.779999,491.779999,0
NYA,1966-06-02,491.470001,491.470001,491.470001,491.470001,491.470001,0
NYA,1966-06-03,492.100006,492.100006,492.100006,492.100006,492.100006,0
NYA,1966-06-06,488.609985,488.609985,488.609985,488.609985,488.609985,0
NYA,1966-06-07,485.119995,485.119995,485.119995,485.119995,485.119995,0
NYA,1966-06-08,485.859985,485.859985,485.859985,485.859985,485.859985,0
NYA,1966-06-09,489.350006,489.350006,489.350006,489.350006,489.350006,0
NYA,1966-06-10,494.640015,494.640015,494.640015,494.640015,494.640015,0
NYA,1966-06-13,496.970001,496.970001,496.970001,496.970001,496.970001,0
NYA,1966-06-14,498.660004,498.660004,498.660004,498.660004,498.660004,0
NYA,1966-06-15,496.75,496.75,496.75,496.75,496.75,0
NYA,1966-06-16,495.589996,495.589996,495.589996,495.589996,495.589996,0
NYA,1966-06-17,495.700012,495.700012,495.700012,495.700012,495.700012,0
NYA,1966-06-20,495.48999,495.48999,495.48999,495.48999,495.48999,0
NYA,1966-06-21,497.279999,497.279999,497.279999,497.279999,497.279999,0
NYA,1966-06-22,498.230011,498.230011,498.230011,498.230011,498.230011,0
NYA,1966-06-23,496.230011,496.230011,496.230011,496.230011,496.230011,0
NYA,1966-06-24,496.440002,496.440002,496.440002,496.440002,496.440002,0
NYA,1966-06-27,493.369995,493.369995,493.369995,493.369995,493.369995,0
NYA,1966-06-28,491.040009,491.040009,491.040009,491.040009,491.040009,0
NYA,1966-06-29,486.179993,486.179993,486.179993,486.179993,486.179993,0
NYA,1966-06-30,485.440002,485.440002,485.440002,485.440002,485.440002,0
NYA,1966-07-01,490.200012,490.200012,490.200012,490.200012,490.200012,0
NYA,1966-07-05,491.040009,491.040009,491.040009,491.040009,491.040009,0
NYA,1966-07-06,497.920013,497.920013,497.920013,497.920013,497.920013,0
NYA,1966-07-07,499.709991,499.709991,499.709991,499.709991,499.709991,0
NYA,1966-07-08,500.559998,500.559998,500.559998,500.559998,500.559998,0
NYA,1966-07-11,499.820007,499.820007,499.820007,499.820007,499.820007,0
NYA,1966-07-12,497.279999,497.279999,497.279999,497.279999,497.279999,0
NYA,1966-07-13,494.220001,494.220001,494.220001,494.220001,494.220001,0
NYA,1966-07-14,497.070007,497.070007,497.070007,497.070007,497.070007,0
NYA,1966-07-15,498.549988,498.549988,498.549988,498.549988,498.549988,0
NYA,1966-07-18,498.019989,498.019989,498.019989,498.019989,498.019989,0
NYA,1966-07-19,494.429993,494.429993,494.429993,494.429993,494.429993,0
NYA,1966-07-20,489.98999,489.98999,489.98999,489.98999,489.98999,0
NYA,1966-07-21,489.880005,489.880005,489.880005,489.880005,489.880005,0
NYA,1966-07-22,489.459991,489.459991,489.459991,489.459991,489.459991,0
NYA,1966-07-25,480.26001,480.26001,480.26001,480.26001,480.26001,0
NYA,1966-07-26,479.100006,479.100006,479.100006,479.100006,479.100006,0
NYA,1966-07-27,481.529999,481.529999,481.529999,481.529999,481.529999,0
NYA,1966-07-28,479.730011,479.730011,479.730011,479.730011,479.730011,0
NYA,1966-07-29,478.880005,478.880005,478.880005,478.880005,478.880005,0
NYA,1966-08-01,471.589996,471.589996,471.589996,471.589996,471.589996,0
NYA,1966-08-02,471.480011,471.480011,471.480011,471.480011,471.480011,0
NYA,1966-08-03,476.140015,476.140015,476.140015,476.140015,476.140015,0
NYA,1966-08-04,480.470001,480.470001,480.470001,480.470001,480.470001,0
NYA,1966-08-05,481.100006,481.100006,481.100006,481.100006,481.100006,0
NYA,1966-08-08,479.839996,479.839996,479.839996,479.839996,479.839996,0
NYA,1966-08-09,478.779999,478.779999,478.779999,478.779999,478.779999,0
NYA,1966-08-10,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,1966-08-11,476.23999,476.23999,476.23999,476.23999,476.23999,0
NYA,1966-08-12,477.399994,477.399994,477.399994,477.399994,477.399994,0
NYA,1966-08-15,475.079987,475.079987,475.079987,475.079987,475.079987,0
NYA,1966-08-16,468.940002,468.940002,468.940002,468.940002,468.940002,0
NYA,1966-08-17,466.200012,466.200012,466.200012,466.200012,466.200012,0
NYA,1966-08-18,460.269989,460.269989,460.269989,460.269989,460.269989,0
NYA,1966-08-19,456.890015,456.890015,456.890015,456.890015,456.890015,0
NYA,1966-08-22,448.75,448.75,448.75,448.75,448.75,0
NYA,1966-08-23,448.220001,448.220001,448.220001,448.220001,448.220001,0
NYA,1966-08-24,453.51001,453.51001,453.51001,453.51001,453.51001,0
NYA,1966-08-25,447.799988,447.799988,447.799988,447.799988,447.799988,0
NYA,1966-08-26,437.859985,437.859985,437.859985,437.859985,437.859985,0
NYA,1966-08-29,426.329987,426.329987,426.329987,426.329987,426.329987,0
NYA,1966-08-30,433.420013,433.420013,433.420013,433.420013,433.420013,0
NYA,1966-08-31,440.399994,440.399994,440.399994,440.399994,440.399994,0
NYA,1966-09-01,443.459991,443.459991,443.459991,443.459991,443.459991,0
NYA,1966-09-02,442.089996,442.089996,442.089996,442.089996,442.089996,0
NYA,1966-09-06,439.660004,439.660004,439.660004,439.660004,439.660004,0
NYA,1966-09-07,435.73999,435.73999,435.73999,435.73999,435.73999,0
NYA,1966-09-08,434.26001,434.26001,434.26001,434.26001,434.26001,0
NYA,1966-09-09,435.640015,435.640015,435.640015,435.640015,435.640015,0
NYA,1966-09-12,444.839996,444.839996,444.839996,444.839996,444.839996,0
NYA,1966-09-13,447.369995,447.369995,447.369995,447.369995,447.369995,0
NYA,1966-09-14,451.5,451.5,451.5,451.5,451.5,0
NYA,1966-09-15,456.26001,456.26001,456.26001,456.26001,456.26001,0
NYA,1966-09-16,456.149994,456.149994,456.149994,456.149994,456.149994,0
NYA,1966-09-19,454.040009,454.040009,454.040009,454.040009,454.040009,0
NYA,1966-09-20,450.970001,450.970001,450.970001,450.970001,450.970001,0
NYA,1966-09-21,443.359985,443.359985,443.359985,443.359985,443.359985,0
NYA,1966-09-22,444.309998,444.309998,444.309998,444.309998,444.309998,0
NYA,1966-09-23,443.040009,443.040009,443.040009,443.040009,443.040009,0
NYA,1966-09-26,444.100006,444.100006,444.100006,444.100006,444.100006,0
NYA,1966-09-27,445.369995,445.369995,445.369995,445.369995,445.369995,0
NYA,1966-09-28,440.079987,440.079987,440.079987,440.079987,440.079987,0
NYA,1966-09-29,435.320007,435.320007,435.320007,435.320007,435.320007,0
NYA,1966-09-30,436.700012,436.700012,436.700012,436.700012,436.700012,0
NYA,1966-10-03,427.390015,427.390015,427.390015,427.390015,427.390015,0
NYA,1966-10-04,427.920013,427.920013,427.920013,427.920013,427.920013,0
NYA,1966-10-05,425.48999,425.48999,425.48999,425.48999,425.48999,0
NYA,1966-10-06,421.359985,421.359985,421.359985,421.359985,421.359985,0
NYA,1966-10-07,416.290009,416.290009,416.290009,416.290009,416.290009,0
NYA,1966-10-10,423.480011,423.480011,423.480011,423.480011,423.480011,0
NYA,1966-10-11,425.700012,425.700012,425.700012,425.700012,425.700012,0
NYA,1966-10-12,437.220001,437.220001,437.220001,437.220001,437.220001,0
